url,file_name
http://l551002.cc/,http___l551002_cc_.html
http://wellsfargo00connectweb.vercel.app/,http___wellsfargo00connectweb_vercel_app_.html
https://bet73069.com/,https___bet73069_com_.html
https://l63365.com/,"ERROR: HTTPSConnectionPool(host='l63365.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate (_ssl.c:1028)')))"
https://flowbrightx.vercel.app/managermentloc/jklwqzbxvtyplfdshrkc.html,https___flowbrightx_vercel_app_managermentloc_jklwqzbxvtyplfdshrkc_html.html
https://flashblogg.com/lal/cache.php/https:/online.citi.com/US/ag/pageNotF,ERROR: Offline (status 406)
https://www.flashblogg.com/lal/cache.php/https:/online.citi.com/US/ag/,ERROR: Offline (status 406)
https://www.flashblogg.com/lal/cache.php/https:/online.citi.com/US/ag/page,ERROR: Offline (status 406)
https://flashblogg.com/lal/cache.php/https:/online.citi.com/US/ag/styles.5=,ERROR: Offline (status 406)
https://flashblogg.com/lal/cache.php/https:/online.citi.com/US/ag/pageNotF=,ERROR: Offline (status 406)
https://gessojfa.com.br/Amexverify/amex/,ERROR: Offline (status 406)
http://xvzsd.blogspot.com/,http___xvzsd_blogspot_com_.html
http://secure---blockfi----sso---cdn.webflow.io/,http___secure___blockfi____sso___cdn_webflow_io_.html
http://shade-brow-9470.typedream.app/,http___shade_brow_9470_typedream_app_.html
https://www.flashblogg.com/lal/cache.php/https:/online.citi.com/US/ag/styl,ERROR: Offline (status 406)
http://quirky-nebula-almandine.glitch.me/,http___quirky_nebula_almandine_glitch_me_.html
http://verification-center-100023271763.page-suspension.net/,ERROR: Offline (status 403)
http://sso--secure--ndax-cdn.webflow.io/,http___sso__secure__ndax_cdn_webflow_io_.html
http://encontrar.lat-me.com/279uhl/,ERROR: Offline (status 403)
http://suave-peridot-gym.glitch.me/,http___suave_peridot_gym_glitch_me_.html
https://www.westernunion-verification.com/clid?eX58vQRT,ERROR: Offline (status 403)
http://cc28012.tw1.ru/web/depart.php,http___cc28012_tw1_ru_web_depart_php.html
http://cd62246.tw1.ru/web/depart.php,http___cd62246_tw1_ru_web_depart_php.html
https://www.rpc.syncx.devnodes.tech/,https___www_rpc_syncx_devnodes_tech_.html
http://cf-4.mkuhz4h.eu.org/,http___cf_4_mkuhz4h_eu_org_.html
https://futurethink.co.za/,https___futurethink_co_za_.html
https://rs-va.serverhostgroup.com/~tstactua/connect/?y_b_lid=2,https___rs_va_serverhostgroup_com__tstactua_connect__y_b_lid_2.html
https://hjuui.pages.dev/,https___hjuui_pages_dev_.html
https://hyh-103870.weeblysite.com/,https___hyh_103870_weeblysite_com_.html
https://service-instant.com/impogouv/new/app/,https___service_instant_com_impogouv_new_app_.html
https://oxgital.xyz/,"ERROR: HTTPSConnectionPool(host='oxgital.xyz', port=443): Read timed out. (read timeout=5)"
http://32pybe9sbf.s3-website-us-east-1.amazonaws.com/,http___32pybe9sbf_s3_website_us_east_1_amazonaws_com_.html
https://accounts.marketwebb.mobi/en/login,https___accounts_marketwebb_mobi_en_login.html
https://accounts.marketwebb.me/,https___accounts_marketwebb_me_.html
https://totalmedicaltourism.com/#!/,ERROR: Offline (status 404)
https://skyupgrade2020.weebly.com/,https___skyupgrade2020_weebly_com_.html
http://secure-blookfi--sso-cdn.webflow.io/,http___secure_blookfi__sso_cdn_webflow_io_.html
https://j4u.b05.mytemp.website/en/forum/index.php,https___j4u_b05_mytemp_website_en_forum_index_php.html
https://dhl-express-zihisqrxuqhnkckjrwxqfglo.pages.dev/,https___dhl_express_zihisqrxuqhnkckjrwxqfglo_pages_dev_.html
https://tqfgq1c6a.hughesconsultinggrp.com/,ERROR: Offline (status 403)
http://izqnli.vxnot.xyz/?pjDvv,ERROR: Offline (status 404)
https://cdn.mediacodehub.com/rdr/YWE9Mzc0NjU0MTg0JnNlaT0zMDM1NTAzMSZ0az0weXBjVVRLeW1NRFV0enFpYWlVbSZ0PTUmYz05MGFzODc2ZmQ4OWFzNWZnOGEwOXM=,https___cdn_mediacodehub_com_rdr_YWE9Mzc0NjU0MTg0JnNlaT0zMDM1NTAzMSZ0az0weXBjVVRLeW1NRFV0enFpYWlVbSZ0PTUmYz05MGFzODc2ZmQ4OWFzNWZnOGEwOXM_.html
https://sameerniz00.github.io/nomi/request.html,https___sameerniz00_github_io_nomi_request_html.html
https://wbnglobal.sharefile.page/,https___wbnglobal_sharefile_page_.html
https://welcom-order-ledger-com.webflow.io/,https___welcom_order_ledger_com_webflow_io_.html
https://pub-1b8a9210b1704d5ea20b2990bd3a33e8.r2.dev/DocuSg.html,https___pub_1b8a9210b1704d5ea20b2990bd3a33e8_r2_dev_DocuSg_html.html
https://tinglaomanagement.com/lblogin23/login,https___tinglaomanagement_com_lblogin23_login.html
https://tinglaomanagement.com/lblogin21/login,https___tinglaomanagement_com_lblogin21_login.html
https://general-positive-farm.glitch.me/RcMGaP.htm,https___general_positive_farm_glitch_me_RcMGaP_htm.html
https://terrabuildsa.com.ar/authenticatyservices/emil.html,ERROR: Offline (status 406)
https://cdn.mediacodehub.com/rdr/YWE9NDAwMjUwNTE3JnNlaT0zMDM1NTAzMSZ0az0weXBjVVRLeW1NRFV0enFpYWlVbSZ0PTUmYz05MGFzODc2ZmQ4OWFzNWZnOGEwOXM=,https___cdn_mediacodehub_com_rdr_YWE9NDAwMjUwNTE3JnNlaT0zMDM1NTAzMSZ0az0weXBjVVRLeW1NRFV0enFpYWlVbSZ0PTUmYz05MGFzODc2ZmQ4OWFzNWZnOGEwOXM_.html
https://support-case-ylah.vercel.app/case.help/page.html,https___support_case_ylah_vercel_app_case_help_page_html.html
https://metaplatforms-id3946-ov7i.vercel.app/appeal.help/case.html,https___metaplatforms_id3946_ov7i_vercel_app_appeal_help_case_html.html
https://treasure-trade.org/wp-includs,https___treasure_trade_org_wp_includs.html
http://secure--app--blockfi--cdn-so.webflow.io/,http___secure__app__blockfi__cdn_so_webflow_io_.html
https://tiktokmbuy.com/,ERROR: Offline (status 403)
https://cdn.mediacodehub.com/rdr/YWE9Mzk5MTg5NjM5JnNlaT0zMDM1NTAyOSZ0az1wRXplYkxXQlB5QTk4YjJqVlFISyZ0PTUmYz05MGFzODc2ZmQ4OWFzNWZnOGEwOXM=,https___cdn_mediacodehub_com_rdr_YWE9Mzk5MTg5NjM5JnNlaT0zMDM1NTAyOSZ0az1wRXplYkxXQlB5QTk4YjJqVlFISyZ0PTUmYz05MGFzODc2ZmQ4OWFzNWZnOGEwOXM_.html
http://metzaamskllogin.webflow.io/,http___metzaamskllogin_webflow_io_.html
https://sttemcommuntly.com/407349763197,https___sttemcommuntly_com_407349763197.html
https://sttemcommuntly.com/947573336948,https___sttemcommuntly_com_947573336948.html
https://sttemcommuntly.com/496280558456,https___sttemcommuntly_com_496280558456.html
https://solutionscare.dynv6.net/ALoMxcver092Q45LZx/?Ldieun456ygfd,https___solutionscare_dynv6_net_ALoMxcver092Q45LZx__Ldieun456ygfd.html
http://fidleity.bond/page.html,http___fidleity_bond_page_html.html
http://fidalety.bond/page.html,http___fidalety_bond_page_html.html
http://fiedlity.bond/page.html,http___fiedlity_bond_page_html.html
http://fidetity.bond/page.html,http___fidetity_bond_page_html.html
