url,html_filename,label
http://secure-sso--blockfi-ppp-cdn.webflow.io/,http___secure_sso__blockfi_ppp_cdn_webflow_io_.html,PII
http://netflix-clone-9421c.firebaseapp.com/,http___netflix_clone_9421c_firebaseapp_com_.html,FIN
http://plain-polydactyl-canid.glitch.me/,http___plain_polydactyl_canid_glitch_me_.html,LEG
http://netzerioih.weebly.com/,http___netzerioih_weebly_com_.html,FIN
https://talkta1k2.weebly.com/,https___talkta1k2_weebly_com_.html,FIN
https://e-zpassny.com-lqd.cc/us/,https___e_zpassny_com_lqd_cc_us_.html,FIN
https://steamcommuniuty.com/id/luvmoons,https___steamcommuniuty_com_id_luvmoons.html,ERROR
http://amazon-replica.vercel.app/,http___amazon_replica_vercel_app_.html,FIN
https://steamcmunity.com/tradeoffer/new/?partner=10897263342&token=hL5xBGgK,https___steamcmunity_com_tradeoffer_new__partner_10897263342_token_hL5xBGgK.html,ERROR
https://mettaomask-wwllat.gitbook.io/,https___mettaomask_wwllat_gitbook_io_.html,FIN
http://likesattmail.weebly.com/,http___likesattmail_weebly_com_.html,FIN
https://ezpass.com-ezud.vip/us/,https___ezpass_com_ezud_vip_us_.html,FIN
https://unconventional-id223462310.vercel.app/hhkruu.html,https___unconventional_id223462310_vercel_app_hhkruu_html.html,FIN
https://unlawfulcontentadshub.vercel.app/zL20vMDFjcjI4entry=ttu&g_ep=EgoyMDI1MDM,https___unlawfulcontentadshub_vercel_app_zL20vMDFjcjI4entry_ttu_g_ep_EgoyMDI1MDM.html,FIN
https://safereportengagezone.vercel.app/zL20vMDFjcjI4entry=ttu&g_ep=EgoyMDI1MDM,https___safereportengagezone_vercel_app_zL20vMDFjcjI4entry_ttu_g_ep_EgoyMDI1MDM.html,FIN
https://currentwireless.wixstudio.com/my-site/,https___currentwireless_wixstudio_com_my_site_.html,FIN
https://stoprightsviolationtrendmarketers.vercel.app/zL20vMDFjcjI4entry=ttu&g_ep=EgoyMDI1MDM,https___stoprightsviolationtrendmarketers_vercel_app_zL20vMDFjcjI4entry_ttu_g_ep_EgoyMDI1MDM.html,FIN
https://contentenginerightsflag.vercel.app/zL20=vMDFjs&sdentry=ttu&g_ep=EgoyMDI1MDM,https___contentenginerightsflag_vercel_app_zL20_vMDFjs_sdentry_ttu_g_ep_EgoyMDI1MDM.html,FIN
https://contentblastmoderation.vercel.app/ttu&g_ep=EgoyMDI1&MDNaNa4wIKXMDSoA,https___contentblastmoderation_vercel_app_ttu_g_ep_EgoyMDI1_MDNaNa4wIKXMDSoA.html,FIN
http://portal--ndax-nav-cdn--auth.webflow.io/,http___portal__ndax_nav_cdn__auth_webflow_io_.html,PII
http://pagina.pro/help-facebook-support-business-helpcenter-authentication-settings-checkpoint-next,http___pagina_pro_help_facebook_support_business_helpcenter_authentication_settings_checkpoint_next.html,FIN
https://meta-ads-manager-facebook-support-git-9596e3-id1000631944-data.vercel.app/ibx.aypne/,https___meta_ads_manager_facebook_support_git_9596e3_id1000631944_data_vercel_app_ibx_aypne_.html,PII
https://lygadiu.com/,https___lygadiu_com_.html,FIN
https://bscusdtaa.pages.dev/,https___bscusdtaa_pages_dev_.html,PII
https://cockenhx3dp.vercel.app/tech,https___cockenhx3dp_vercel_app_tech.html,PII
http://secure----auth-moonpay-log-in-cdn.webflow.io/,http___secure____auth_moonpay_log_in_cdn_webflow_io_.html,FIN
https://shuweitrading.com/rarhahaiae/,https___shuweitrading_com_rarhahaiae_.html,PII
https://rightsadshifters.vercel.app/get_help,https___rightsadshifters_vercel_app_get_help.html,PII
http://get-ur-blue-badge-chance.vercel.app/,http___get_ur_blue_badge_chance_vercel_app_.html,FIN
http://fitness-main-id1006732508.vercel.app/juk.html,http___fitness_main_id1006732508_vercel_app_juk_html.html,PII
https://help-edger-ledger-auth.webflow.io/,https___help_edger_ledger_auth_webflow_io_.html,PII
https://bafkreiat7p7jqni4hhhsdwmqdnjwvjvbuvelwu4ewiqneooym4phwusocy.ipfs.dweb.link/,https___bafkreiat7p7jqni4hhhsdwmqdnjwvjvbuvelwu4ewiqneooym4phwusocy_ipfs_dweb_link_.html,FIN
https://mj722.com/views/index.php,https___mj722_com_views_index_php.html,FIN
https://legalengagezone.vercel.app/zL20vMDFjcjI4entry=ttu&g_ep=EgoyMDI1MDM,https___legalengagezone_vercel_app_zL20vMDFjcjI4entry_ttu_g_ep_EgoyMDI1MDM.html,FIN
https://cgd-caixaproteger.com/,https___cgd_caixaproteger_com_.html,FIN
http://portal--ndaxlogin--ca--portal.webflow.io/,http___portal__ndaxlogin__ca__portal_webflow_io_.html,PII
https://phanmtwallte.webflow.io/,https___phanmtwallte_webflow_io_.html,PII
http://safeadfusion.vercel.app/ttu&g_ep=EgoyMDI1&MDNaNa4wIKXMDSoA.html,http___safeadfusion_vercel_app_ttu_g_ep_EgoyMDI1_MDNaNa4wIKXMDSoA_html.html,FIN
https://web-app-start-ledgercom.webflow.io/,https___web_app_start_ledgercom_webflow_io_.html,FIN
http://dapmhcwsro.duckdns.org/en/,http___dapmhcwsro_duckdns_org_en_.html,FIN
https://55100-55100-tz03.com/,https___55100_55100_tz03_com_.html,ERROR
https://2290tax.online/page1.php/,https___2290tax_online_page1_php_.html,FIN
http://secure-sso--auth---ndaxlog.webflow.io/,http___secure_sso__auth___ndaxlog_webflow_io_.html,FIN
https://ndaxx-logiiin.webflow.io/,https___ndaxx_logiiin_webflow_io_.html,PII
https://help-sso-s----ledgecontent.webflow.io/,https___help_sso_s____ledgecontent_webflow_io_.html,FIN
https://safeguardaccountadmomentum.vercel.app/ttu&g_ep=EgoyMDI1MDMyMy4wIKXMDSoA,https___safeguardaccountadmomentum_vercel_app_ttu_g_ep_EgoyMDI1MDMyMy4wIKXMDSoA.html,FIN
https://ngawipa.cloud/6e3addf9-1de9-4dcc-922d-772d4b37e293/cmlja3VzQGlrb25vZmZpY2UuY28uemE=,https___ngawipa_cloud_6e3addf9_1de9_4dcc_922d_772d4b37e293_cmlja3VzQGlrb25vZmZpY2UuY28uemE_.html,FIN
http://stermcommnunity.com/gift/id=985127,http___stermcommnunity_com_gift_id_985127.html,ERROR
http://copyrightbreachcontentpros.vercel.app/zL20vMDFjcjI4entry=ttu&g_ep=EgoyMDI1MDM.html,http___copyrightbreachcontentpros_vercel_app_zL20vMDFjcjI4entry_ttu_g_ep_EgoyMDI1MDM_html.html,FIN
http://pinbo3656d.com/,http___pinbo3656d_com_.html,FIN
https://kucoinloogine.webflow.io/,https___kucoinloogine_webflow_io_.html,PII
https://pancakelite.top/swap?outputCurrency=0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82&chainId=56/,https___pancakelite_top_swap_outputCurrency_0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82_chainId_56_.html,FIN
http://pancakelite.top/swap?outputCurrency=0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82&chainId=56,http___pancakelite_top_swap_outputCurrency_0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82_chainId_56.html,FIN
https://channelhub.info/8a91acd3cxe4534f16n9fb1f40dje36fca28.html,https___channelhub_info_8a91acd3cxe4534f16n9fb1f40dje36fca28_html.html,FIN
http://pancakelite.top/lottery,http___pancakelite_top_lottery.html,FIN
http://reviewfeedbackslower.firebaseapp.com/,http___reviewfeedbackslower_firebaseapp_com_.html,FIN
http://trezzore-herdwere-wallt.github.io/,http___trezzore_herdwere_wallt_github_io_.html,FIN
http://paypalloginin-usa.blogspot.lu/,http___paypalloginin_usa_blogspot_lu_.html,FIN
http://verifid.akuanakmamah.de.codashop-mlbb.event-redeem.com/,http___verifid_akuanakmamah_de_codashop_mlbb_event_redeem_com_.html,FIN
https://sp837032.sitebeat.crazydomains.com/,https___sp837032_sitebeat_crazydomains_com_.html,FIN
https://datangs.weebly.com/,https___datangs_weebly_com_.html,FIN
http://portal-app----ndax-io---cdn-auth.webflow.io/,http___portal_app____ndax_io___cdn_auth_webflow_io_.html,FIN
http://giminee-lloggins.godaddysites.com/,http___giminee_lloggins_godaddysites_com_.html,FIN
https://kundtl.wpenginepowered.com/ps/ch/,https___kundtl_wpenginepowered_com_ps_ch_.html,FIN
http://mhuyt.drecdn.eu.org/,http___mhuyt_drecdn_eu_org_.html,FIN
http://sso-ca-ndax-sso-auth.webflow.io/,http___sso_ca_ndax_sso_auth_webflow_io_.html,PII
http://cdn-ndax-serv-auths.webflow.io/,http___cdn_ndax_serv_auths_webflow_io_.html,PII
http://web-docs-ndax-cdn-web.webflow.io/,http___web_docs_ndax_cdn_web_webflow_io_.html,PII
http://safetyengagementplus.vercel.app/zL20vMDFjcjI4entry=ttu&g_ep=EgoyMDI1MDM.html,http___safetyengagementplus_vercel_app_zL20vMDFjcjI4entry_ttu_g_ep_EgoyMDI1MDM_html.html,FIN
http://illegalbuzzgurus.vercel.app/ttu&g_ep=EgoyMDI1&MDNaNa4wIKXMDSoA.html,http___illegalbuzzgurus_vercel_app_ttu_g_ep_EgoyMDI1_MDNaNa4wIKXMDSoA_html.html,FIN
http://safeadforce.vercel.app/ttu&g_ep=EgoyMDI1MDMyMy4wIKXMDSoA.html,http___safeadforce_vercel_app_ttu_g_ep_EgoyMDI1MDMyMy4wIKXMDSoA_html.html,FIN
http://portal-sso-ndax-nav-c-cdn-auth.webflow.io/,http___portal_sso_ndax_nav_c_cdn_auth_webflow_io_.html,PII
https://socialinsightproprivacyprotection.vercel.app/zL20=vMDFjs&sdentry=ttu&g_ep=EgoyMDI1MDM,https___socialinsightproprivacyprotection_vercel_app_zL20_vMDFjs_sdentry_ttu_g_ep_EgoyMDI1MDM.html,FIN
http://trackinfringementtrendvision.vercel.app/zL20vMDFjcjI4entry=ttu&g_ep=EgoyMDI1MDM.html,http___trackinfringementtrendvision_vercel_app_zL20vMDFjcjI4entry_ttu_g_ep_EgoyMDI1MDM_html.html,FIN
http://updatedev.bitbucket.io/,http___updatedev_bitbucket_io_.html,ERROR
https://form.jotform.com/251014025490040/,https___form_jotform_com_251014025490040_.html,FIN
http://gdrivenuss.glitch.me/,http___gdrivenuss_glitch_me_.html,LEG
https://btmailsystem.weebly.com/,https___btmailsystem_weebly_com_.html,FIN
https://currentlyattmail12873.weebly.com/,https___currentlyattmail12873_weebly_com_.html,FIN
https://aliz63uh.vercel.app/cvnf.tfk/,https___aliz63uh_vercel_app_cvnf_tfk_.html,PII
https://aaatttaasghttt2025.weebly.com/,https___aaatttaasghttt2025_weebly_com_.html,FIN
https://sp246812.sitebeat.crazydomains.com/,https___sp246812_sitebeat_crazydomains_com_.html,FIN
http://5510077.vip/,http___5510077_vip_.html,ERROR
https://brandvaultsecurity.vercel.app/zL20=vMDFjs&sdentry=ttu&g_ep=EgoyMDI1MDM,https___brandvaultsecurity_vercel_app_zL20_vMDFjs_sdentry_ttu_g_ep_EgoyMDI1MDM.html,FIN
https://tho6g88-r75x.vercel.app/metasp.html/,https___tho6g88_r75x_vercel_app_metasp_html_.html,FIN
https://tho6g88-r75x.vercel.app/metahelpcenter.com/,https___tho6g88_r75x_vercel_app_metahelpcenter_com_.html,PII
