url,file_name,predicted_label,confidence
https://metamseikloginie.webflow.io/,https___metamseikloginie_webflow_io_.html,CH,0.4717868246863448
https://secure-coinbssepro--cdn-r-cdn.webflow.io/,https___secure_coinbssepro__cdn_r_cdn_webflow_io_.html,CH,0.398243696846544
https://web-cdn----moonpay----login.webflow.io/,https___web_cdn____moonpay____login_webflow_io_.html,CH,0.5740785846219528
https://webs-moonpaylogin-cdn.webflow.io/,https___webs_moonpaylogin_cdn_webflow_io_.html,CH,0.6182750643208874
https://portal-led--ger-live-cdn.webflow.io/,https___portal_led__ger_live_cdn_webflow_io_.html,CH,0.4456410104833006
https://web-sil-moonpay-login-com.webflow.io/,https___web_sil_moonpay_login_com_webflow_io_.html,CH,0.6317621595543021
https://ca-netcoins-auth-nav-cdn.webflow.io/,https___ca_netcoins_auth_nav_cdn_webflow_io_.html,CH,0.46034873515502456
https://welcom-sso--ledgercom--cdn.webflow.io/,https___welcom_sso__ledgercom__cdn_webflow_io_.html,Die,0.35702006336667286
https://portal-trez--staking-cdn.webflow.io/,https___portal_trez__staking_cdn_webflow_io_.html,CH,0.33592640404757035
https://secure-app--ledgr---sso-cdn.webflow.io/,https___secure_app__ledgr___sso_cdn_webflow_io_.html,CH,0.3899752269406602
https://ndaxelogin-usa.webflow.io/,ERROR: Offline (status 404),CH,0.3994267319717719
https://secure---blockfi--cdn-cdn-aut.webflow.io/,https___secure___blockfi__cdn_cdn_aut_webflow_io_.html,CH,0.39913791975453294
https://eng--sso-coinbasepro--view--m--cdn.webflow.io/,https___eng__sso_coinbasepro__view__m__cdn_webflow_io_.html,Die,0.387627381030893
https://sso--login---moonpay.webflow.io/,https___sso__login___moonpay_webflow_io_.html,CH,0.6540077365208216
https://portal--led-ger-live---cdn.webflow.io/,https___portal__led_ger_live___cdn_webflow_io_.html,CH,0.375553223199734
https://docs-support--ledger-view.webflow.io/,https___docs_support__ledger_view_webflow_io_.html,Die,0.5239251288801532
https://auth--secure--coinbasepro--com--cdn.webflow.io/,https___auth__secure__coinbasepro__com__cdn_webflow_io_.html,CH,0.35342714934132036
https://loginggeminiu.webflow.io/,https___loginggeminiu_webflow_io_.html,CH,0.3383338011804809
https://portal-l-edger--live-cdn.webflow.io/,https___portal_l_edger__live_cdn_webflow_io_.html,CH,0.36528986351847276
https://ggemanilogen.webflow.io/,https___ggemanilogen_webflow_io_.html,CH,0.32756446587086635
https://mettamasklogn.webflow.io/,https___mettamasklogn_webflow_io_.html,CH,0.3281049516767699
https://model-trozor-web-help.webflow.io/,https___model_trozor_web_help_webflow_io_.html,Die,0.3535328959276463
https://portal-led-ger-live-cdn.webflow.io/,https___portal_led_ger_live_cdn_webflow_io_.html,CH,0.4278181016102338
https://facebook-support-help-981.ubpages.com/100028374248728,https___facebook_support_help_981_ubpages_com_100028374248728.html,CH,0.3830979170876528
https://official---ledgercom-help.webflow.io/,https___official___ledgercom_help_webflow_io_.html,Die,0.3488809715234127
https://help----content--ledgr--cdn.webflow.io/,https___help____content__ledgr__cdn_webflow_io_.html,Die,0.4438357311518647
https://help-conten--t--ledgr.webflow.io/,https___help_conten__t__ledgr_webflow_io_.html,Die,0.46552861944337176
https://secure-sso--login-moonpay.webflow.io/,https___secure_sso__login_moonpay_webflow_io_.html,CH,0.6927718636436684
https://sso-web-loginmoonpay.webflow.io/,https___sso_web_loginmoonpay_webflow_io_.html,CH,0.6422757503518632
https://my-blokfi--sso-cdn.webflow.io/,https___my_blokfi__sso_cdn_webflow_io_.html,CH,0.3780640893497169
https://new-secure-itrustcapital-cdn-en.webflow.io/,https___new_secure_itrustcapital_cdn_en_webflow_io_.html,CH,0.500248384331983
https://start-help-ledger--cdn.webflow.io/,https___start_help_ledger__cdn_webflow_io_.html,Die,0.4029430422785923
https://login-here-ndax.webflow.io/,https___login_here_ndax_webflow_io_.html,CH,0.47252473197468325
https://kucoenoiloginer.webflow.io/,https___kucoenoiloginer_webflow_io_.html,Die,0.3773316914887155
https://auth--robinhood---ny--cdn.webflow.io/,https___auth__robinhood___ny__cdn_webflow_io_.html,Die,0.3195986303184586
https://secure-itrust-capital-sso--cdn.webflow.io/,https___secure_itrust_capital_sso__cdn_webflow_io_.html,CH,0.5168292762290735
https://start-help-ledgar-cdn.webflow.io/,https___start_help_ledgar_cdn_webflow_io_.html,Die,0.3826401183590848
https://secure------us----moonpay-login-cdn.webflow.io/,https___secure______us____moonpay_login_cdn_webflow_io_.html,CH,0.6770407254440542
https://secure------us----moonpaylogin-cdn.webflow.io/,https___secure______us____moonpaylogin_cdn_webflow_io_.html,CH,0.657460920742599
https://kutqovnlogen.webflow.io/,https___kutqovnlogen_webflow_io_.html,Die,0.3551548101672396
https://trezoerrwallettk.webflow.io/,https___trezoerrwallettk_webflow_io_.html,Die,0.27050000743537833
https://secure---moonpaylogin--in.webflow.io/,https___secure___moonpaylogin__in_webflow_io_.html,CH,0.6305403944364585
https://trezorriostiartio.webflow.io/,https___trezorriostiartio_webflow_io_.html,Die,0.2852307459276301
https://info--begin-trezor-cdn.webflow.io/,https___info__begin_trezor_cdn_webflow_io_.html,CH,0.35356302532751294
https://netcoins-login-auth-en.webflow.io/,https___netcoins_login_auth_en_webflow_io_.html,CH,0.4509984619953231
https://kukoeienlogen.webflow.io/,https___kukoeienlogen_webflow_io_.html,Die,0.3566049455165566
https://portal-l-edger-live-cdn.webflow.io/,https___portal_l_edger_live_cdn_webflow_io_.html,CH,0.3835797734313196
https://auth---netcoins---ny---cdn.webflow.io/,https___auth___netcoins___ny___cdn_webflow_io_.html,CH,0.37174703264072717
https://skating--en-trezor.webflow.io/,https___skating__en_trezor_webflow_io_.html,Die,0.33353663583381254
https://ca-netcoins-auth---nav---cdn.webflow.io/,https___ca_netcoins_auth___nav___cdn_webflow_io_.html,CH,0.419637966990399
https://azure-sso-eng-ca-netcoins-com-cdn.webflow.io/,https___azure_sso_eng_ca_netcoins_com_cdn_webflow_io_.html,CH,0.45505956337673403
https://secure----auth-moonpay-login-cdn.webflow.io/,https___secure____auth_moonpay_login_cdn_webflow_io_.html,CH,0.6687713419142474
https://sso-en--ll-ledgr--app-h-cdn.webflow.io/,https___sso_en__ll_ledgr__app_h_cdn_webflow_io_.html,CH,0.3274854330551514
https://begin-trzor-help.webflow.io/,https___begin_trzor_help_webflow_io_.html,Die,0.318953953731283
https://ca-netcoins---auth--nav--cdn.webflow.io/,https___ca_netcoins___auth__nav__cdn_webflow_io_.html,CH,0.4128471598330073
http://amglobemall3.top/,http___amglobemall3_top_.html,CH,0.5796897818791901
https://ca-netcoins---auth--nav-cdn.webflow.io/,https___ca_netcoins___auth__nav_cdn_webflow_io_.html,CH,0.4349641987582422
https://portal--treezor--io--x--cdn.webflow.io/,https___portal__treezor__io__x__cdn_webflow_io_.html,CH,0.299826149368772
https://syncconfignet.pages.dev/,ERROR: Offline (status 403),Die,0.5138489322547484
http://app.global-express.life/,ERROR: Offline (status 403),Die,0.4584770185051171
